trip_id,stop_id
11708345,6311
11708542,4026
11708469,3893
11708467,4027
11708273,6295
11708471,4277
11708541,4028
11708543,6296
11708344,3892
11708275,6314
11708541,4015
11708346,6312
11708470,3825
11708274,6311
11708272,3824
11708347,4015
11708468,4026
11708544,3893
11708345,6295
11708542,4027
11708271,4277
11708469,6296
11708273,3892
11708467,4028
11708347,6314
11708467,4015
11708275,6312
11708276,4015
11708346,6311
11708543,4026
11708468,4027
11708274,6295
11708470,3893
11708472,4277
11708276,6314
11708542,4028
11708345,3892
11708544,6296
11708542,4015
11708471,3825
11708347,6312
11708348,4015
11708273,3824
11708275,6311
11708469,4026
11708545,3893
11708346,6295
11708543,4027
11708272,4277
11708470,6296
11708274,3892
11708468,4028
11708348,6314
11708468,4015
11708276,6312
11708277,4015
11708347,6311
11708544,4026
11708469,4027
11708275,6295
11708471,3893
11708473,4277
11708277,6314
11708543,4028
11708346,3892
11708545,6296
11708543,4015
11708472,3825
11708348,6312
11708349,4015
11708274,3824
11708276,6311
11708470,4026
11708347,6295
11708544,4027
11708273,4277
11708546,3893
11708349,6314
11708275,3892
11708471,6296
11708469,4028
11708469,4015
11708277,6312
11708348,6311
11708278,4015
11708545,4026
11708474,4277
11708276,6295
11708472,3893
11708470,4027
11708546,6296
11708544,4028
11708278,6314
11708347,3892
11708473,3825
11708349,6312
11708544,4015
11708277,6311
11708350,4015
11708275,3824
11708471,4026
11708545,4027
11708274,4277
11708348,6295
11708547,3893
11708350,6314
11708470,4028
11708276,3892
11708472,6296
11708278,6312
11708470,4015
11708279,4015
11708349,6311
11708546,4026
11708471,4027
11708473,3893
11708277,6295
11708475,4277
11708545,4028
11708279,6314
11708348,3892
11708547,6296
11708474,3825
11708350,6312
11708545,4015
11708276,3824
11708278,6311
11708351,4015
11708472,4026
11708349,6295
11708546,4027
11708275,4277
11708548,3893
11708351,6314
11708471,4028
11708473,6296
11708277,3892
11708471,4015
11708279,6312
11708280,4015
11708350,6311
11708547,4026
11708472,4027
11708278,6295
11708474,3893
11708476,4277
11708349,3892
11708280,6314
11708548,6296
11708546,4028
11708475,3825
11708546,4015
11708351,6312
11708352,4015
11708277,3824
11708279,6311
11708473,4026
11708547,4027
11708549,3893
11708350,6295
11708276,4277
11708278,3892
11708352,6314
11708472,4028
11708474,6296
11708280,6312
11708472,4015
11708351,6311
11708281,4015
11708548,4026
11708473,4027
11708279,6295
11708477,4277
11708475,3893
11708547,4028
11708350,3892
11708281,6314
11708549,6296
11708352,6312
11708547,4015
11708476,3825
11708278,3824
11708280,6311
11708353,4015
11708474,4026
11708548,4027
11708277,4277
11708351,6295
11708550,3893
11708279,3892
11708473,4028
11708475,6296
11708353,6314
11708473,4015
11708281,6312
11708282,4015
11708352,6311
11708549,4026
11708476,3893
11708280,6295
11708474,4027
11708478,4277
11708550,6296
11708282,6314
11708351,3892
11708548,4028
11708548,4015
11708477,3825
11708353,6312
11708279,3824
11708281,6311
11708354,4015
11708475,4026
11708551,3893
11708549,4027
11708278,4277
11708352,6295
11708280,3892
11708476,6296
11708474,4028
11708354,6314
11708282,6312
11708474,4015
11708353,6311
11708283,4015
11708550,4026
11708477,3893
11708281,6295
11708475,4027
11708479,4277
11708549,4028
11708352,3892
11708283,6314
11708551,6296
11708354,6312
11708549,4015
11708478,3825
11708355,4015
11708282,6311
11708280,3824
11708476,4026
11708550,4027
11708353,6295
11708279,4277
11708552,3893
11708475,4028
11708477,6296
11708355,6314
11708281,3892
11708283,6312
11708475,4015
11708354,6311
11708284,4015
11708551,4026
11708476,4027
11708282,6295
11708480,4277
11708353,3892
11708550,4028
11708552,6296
11708478,3893
11708284,6314
11708550,4015
11708355,6312
11708281,3824
11708283,6311
11708356,4015
11708479,3825
11708477,4026
11708551,4027
11708280,4277
11708354,6295
11708553,3893
11708282,3892
11708356,6314
11708476,4028
11708284,6312
11708478,6296
11708476,4015
11708355,6311
11708285,4015
11708552,4026
11708477,4027
11708481,4277
11708283,6295
11708285,6314
11708354,3892
11708479,3893
11708551,4028
11708356,6312
11708551,4015
11708553,6296
11708480,3825
11708282,3824
11708357,4015
11708284,6311
11708355,6295
11708281,4277
11708552,4027
11708478,4026
11708554,3893
11708357,6314
11708283,3892
11708477,4028
11708477,4015
11708285,6312
11708479,6296
11708356,6311
11708286,4015
11708553,4026
11708284,6295
11708482,4277
11708355,3892
11708552,4028
11708478,4027
11708286,6314
11708480,3893
11708552,4015
11708481,3825
11708357,6312
11708554,6296
11708283,3824
11708285,6311
11708358,4015
11708479,4026
11708282,4277
11708356,6295
11708553,4027
11708358,6314
11708284,3892
11708555,3893
11708480,6296
11708478,4028
11708286,6312
11708357,6311
11708478,4015
11708287,4015
11708481,3893
11708285,6295
11708483,4277
11708554,4026
11708479,4027
11708356,3892
11708287,6314
11708482,3825
11708553,4028
11708358,6312
11708555,6296
11708286,6311
11708359,4015
11708553,4015
11708284,3824
11708480,4026
11708556,3893
11708357,6295
11708283,4277
11708554,4027
11708285,3892
11708359,6314
11708481,6296
11708479,4028
11708287,6312
11708358,6311
11708479,4015
11708288,4015
11708555,4026
11708484,4277
11708482,3893
11708286,6295
11708480,4027
11708288,6314
11708357,3892
11708556,6296
11708359,6312
11708554,4028
11708483,3825
11708285,3824
11708360,4015
11708287,6311
11708554,4015
11708481,4026
11708358,6295
11708284,4277
11708557,3893
11708360,6314
11708555,4027
11708286,3892
11708482,6296
11708288,6312
11708480,4028
11708359,6311
11708289,4015
11708480,4015
11708556,4026
11708481,4027
11708485,4277
11708483,3893
11708287,6295
11708358,3892
11708557,6296
11708289,6314
11708484,3825
11708555,4028
11708360,6312
11708288,6311
11708361,4015
11708555,4015
11708286,3824
11708482,4026
11708556,4027
11708359,6295
11708285,4277
11708558,3893
11708287,3892
11708481,4028
11708361,6314
11708483,6296
11708289,6312
11708481,4015
11708290,4015
11708360,6311
11708557,4026
11708482,4027
11708484,3893
11708288,6295
11708486,4277
11708359,3892
11708558,6296
11708290,6314
11708556,4028
11708361,6312
11708556,4015
11708485,3825
11708362,4015
11708289,6311
11708287,3824
11708483,4026
11708557,4027
11708360,6295
11708286,4277
11708559,3893
11708288,3892
11708482,4028
11708362,6314
11708484,6296
11708290,6312
11708482,4015
11708291,4015
11708361,6311
11708558,4026
11708483,4027
11708289,6295
11708485,3893
11708487,4277
11708557,4028
11708559,6296
11708291,6314
11708360,3892
11708486,3825
11708362,6312
11708557,4015
11708363,4015
11708288,3824
11708290,6311
11708484,4026
11708558,4027
11708361,6295
11708287,4277
11708560,3893
11708289,3892
11708483,4028
11708363,6314
11708485,6296
11708483,4015
11708291,6312
11708292,4015
11708362,6311
11708559,4026
11708484,4027
11708290,6295
11708486,3893
11708488,4277
11708558,4028
11708560,6296
11708292,6314
11708361,3892
11708487,3825
11708363,6312
11708558,4015
11708364,4015
11708289,3824
11708291,6311
11708485,4026
11708559,4027
11708561,3893
11708362,6295
11708288,4277
11708486,6296
11708364,6314
11708290,3892
11708484,4028
11708484,4015
11708292,6312
11708363,6311
11708293,4015
11708560,4026
11708485,4027
11708291,6295
11708487,3893
11708489,4277
11708561,6296
11708362,3892
11708293,6314
11708559,4028
11708488,3825
11708559,4015
11708364,6312
11708365,4015
11708292,6311
11708290,3824
11708486,4026
11708560,4027
11708363,6295
11708289,4277
11708562,3893
11708487,6296
11708365,6314
11708291,3892
11708485,4028
11708485,4015
11708293,6312
11708294,4015
11708364,6311
11708561,4026
11708486,4027
11708490,4277
11708292,6295
11708488,3893
11708560,4028
11708363,3892
11708562,6296
11708294,6314
11708365,6312
11708489,3825
11708560,4015
11708291,3824
11708293,6311
11708366,4015
11708487,4026
11708364,6295
11708561,4027
11708563,3893
11708290,4277
11708488,6296
11708292,3892
11708366,6314
11708486,4028
11708486,4015
11708294,6312
11708365,6311
11708295,4015
11708562,4026
11708491,4277
11708489,3893
11708293,6295
11708487,4027
11708561,4028
11708364,3892
11708295,6314
11708563,6296
11708366,6312
11708561,4015
11708490,3825
11708367,4015
11708292,3824
11708294,6311
11708488,4026
11708562,4027
11708365,6295
11708564,3893
11708291,4277
11708367,6314
11708487,4028
11708489,6296
11708293,3892
11708487,4015
11708295,6312
11708296,4015
11708366,6311
11708563,4026
11708488,4027
11708492,4277
11708294,6295
11708562,4028
11708296,6314
11708365,3892
11708564,6296
11708490,3893
11708562,4015
11708367,6312
11708295,6311
11708491,3825
11708368,4015
11708293,3824
11708489,4026
11708366,6295
11708563,4027
11708292,4277
11708294,3892
11708488,4028
11708368,6314
11708565,3893
11708488,4015
11708296,6312
11708490,6296
11708367,6311
11708297,4015
11708564,4026
11708489,4027
11708493,4277
11708295,6295
11708491,3893
11708297,6314
11708366,3892
11708563,4028
11708565,6296
11708563,4015
11708368,6312
11708369,4015
11708294,3824
11708296,6311
11708492,3825
11708490,4026
11708564,4027
11708367,6295
11708293,4277
11708295,3892
11708489,4028
11708369,6314
11708566,3893
11708491,6296
11708297,6312
11708489,4015
11708298,4015
11708368,6311
11708565,4026
11708296,6295
11708494,4277
11708298,6314
11708564,4028
11708490,4027
11708367,3892
11708492,3893
11708369,6312
11708564,4015
11708566,6296
11708297,6311
11708295,3824
11708370,4015
11708493,3825
11708491,4026
11708368,6295
11708294,4277
11708370,6314
11708567,3893
11708565,4027
11708296,3892
11708298,6312
11708492,6296
11708490,4028
11708299,4015
11708490,4015
11708369,6311
11708297,6295
11708566,4026
11708495,4277
11708368,3892
11708299,6314
11708493,3893
11708491,4027
11708370,6312
11708567,6296
11708565,4028
11708298,6311
11708371,4015
11708494,3825
11708296,3824
11708565,4015
11708369,6295
11708492,4026
11708295,4277
11708566,4027
11708568,3893
11708297,3892
11708371,6314
11708491,4028
11708299,6312
11708493,6296
11708300,4015
11708491,4015
11708370,6311
11708567,4026
11708298,6295
11708496,4277
11708492,4027
11708369,3892
11708494,3893
11708300,6314
11708566,4028
11708371,6312
11708568,6296
11708297,3824
11708299,6311
11708495,3825
11708372,4015
11708566,4015
11708370,6295
11708493,4026
11708296,4277
11708567,4027
11708298,3892
11708569,3893
11708372,6314
11708492,4028
11708494,6296
11708300,6312
11708492,4015
11708371,6311
11708301,4015
11708497,4277
11708299,6295
11708568,4026
11708370,3892
11708493,4027
11708495,3893
11708301,6314
11708372,6312
11708569,6296
11708567,4028
11708373,4015
11708567,4015
11708298,3824
11708300,6311
11708496,3825
11708297,4277
11708371,6295
11708494,4026
11708568,4027
11708570,3893
11708373,6314
11708299,3892
11708493,4028
11708495,6296
11708301,6312
11708372,6311
11708302,4015
11708493,4015
11708300,6295
11708498,4277
11708569,4026
11708494,4027
11708302,6314
11708371,3892
11708496,3893
11708373,6312
11708568,4028
11708570,6296
11708301,6311
11708568,4015
11708299,3824
11708374,4015
11708497,3825
11708372,6295
11708298,4277
11708495,4026
11708374,6314
11708571,3893
11708569,4027
11708300,3892
11708494,4028
11708302,6312
11708496,6296
11708494,4015
11708373,6311
11708303,4015
11708301,6295
11708570,4026
11708499,4277
11708495,4027
11708372,3892
11708497,3893
11708303,6314
11708374,6312
11708569,4028
11708571,6296
11708302,6311
11708498,3825
11708375,4015
11708569,4015
11708300,3824
11708373,6295
11708299,4277
11708496,4026
11708375,6314
11708572,3893
11708570,4027
11708301,3892
11708495,4028
11708303,6312
11708497,6296
11708495,4015
11708374,6311
11708304,4015
11708302,6295
11708571,4026
11708500,4277
11708373,3892
11708304,6314
11708496,4027
11708498,3893
11708375,6312
11708570,4028
11708572,6296
11708303,6311
11708499,3825
11708376,4015
11708570,4015
11708301,3824
11708374,6295
11708300,4277
11708497,4026
11708571,4027
11708376,6314
11708573,3893
11708302,3892
11708304,6312
11708498,6296
11708496,4028
11708375,6311
11708305,4015
11708496,4015
11708303,6295
11708572,4026
11708499,3893
11708501,4277
11708497,4027
11708305,6314
11708374,3892
11708573,6296
11708376,6312
11708571,4028
11708302,3824
11708571,4015
11708304,6311
11708500,3825
11708377,4015
11708498,4026
11708574,3893
11708375,6295
11708301,4277
11708572,4027
11708499,6296
11708377,6314
11708303,3892
11708497,4028
11708305,6312
11708376,6311
11708497,4015
11708306,4015
11708502,4277
11708500,3893
11708304,6295
11708573,4026
11708498,4027
11708375,3892
11708306,6314
11708574,6296
11708572,4028
11708377,6312
11708378,4015
11708501,3825
11708572,4015
11708303,3824
11708305,6311
11708499,4026
11708376,6295
11708302,4277
11708575,3893
11708573,4027
11708304,3892
11708378,6314
11708500,6296
11708498,4028
11708306,6312
11708498,4015
11708377,6311
11708307,4015
11708574,4026
11708499,4027
11708305,6295
11708501,3893
11708503,4277
11708376,3892
11708307,6314
11708575,6296
11708573,4028
11708378,6312
11708502,3825
11708306,6311
11708573,4015
11708304,3824
11708379,4015
11708500,4026
11708576,3893
11708303,4277
11708574,4027
11708377,6295
11708379,6314
11708501,6296
11708499,4028
11708305,3892
11708499,4015
11708307,6312
11708378,6311
11708308,4015
11708575,4026
11708500,4027
11708306,6295
11708504,4277
11708502,3893
11708377,3892
11708308,6314
11708576,6296
11708574,4028
11708574,4015
11708379,6312
11708380,4015
11708307,6311
11708305,3824
11708503,3825
11708501,4026
11708575,4027
11708378,6295
11708304,4277
11708577,3893
11708380,6314
11708500,4028
11708306,3892
11708502,6296
11708308,6312
11708500,4015
11708576,4026
11708379,6311
11708309,4015
11708501,4027
11708503,3893
11708307,6295
11708505,4277
11708575,4028
11708577,6296
11708309,6314
11708378,3892
11708380,6312
11708575,4015
11708504,3825
11708308,6311
11708306,3824
11708381,4015
11708502,4026
11708576,4027
11708379,6295
11708305,4277
11708578,3893
11708503,6296
11708501,4028
11708307,3892
11708381,6314
11708309,6312
11708501,4015
11708577,4026
11708380,6311
11708310,4015
11708502,4027
11708504,3893
11708308,6295
11708576,4028
11708506,4277
11708379,3892
11708505,3825
