route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,trip_short_name,bikes_allowed,wheelchair_accessible
Green-S,72955,1677735,Daly City,1,,005A_shp,,0,0
Green-S,72954,1674800,Daly City,1,,005A_shp,,0,0
Green-S,72953,1682892,Daly City,1,,005A_shp,,0,0
Green-S,72955,1677736,Daly City,1,,005A_shp,,0,0
Green-S,72954,1674801,Daly City,1,,005A_shp,,0,0
Green-S,72953,1682893,Daly City,1,,005A_shp,,0,0
Green-S,72954,1674802,Daly City,1,,005A_shp,,0,0
Green-S,72955,1677737,Daly City,1,,005A_shp,,0,0
Green-S,72954,1674803,Daly City,1,,005A_shp,,0,0
Green-S,72955,1677738,Daly City,1,,005A_shp,,0,0
Green-S,72953,1682894,Daly City,1,,005A_shp,,0,0
Green-S,72954,1674804,Daly City,1,,005A_shp,,0,0
Green-S,72955,1677739,Daly City,1,,005A_shp,,0,0
Green-S,72953,1682895,Daly City,1,,005A_shp,,0,0
Green-S,72955,1677740,Daly City,1,,005A_shp,,0,0
Green-S,72954,1674805,Daly City,1,,005A_shp,,0,0
Green-S,72953,1682896,Daly City,1,,005A_shp,,0,0
Green-S,72953,1682897,Daly City,1,,005A_shp,,0,0
Green-S,72954,1674806,Daly City,1,,005A_shp,,0,0
Green-S,72955,1677741,Daly City,1,,005A_shp,,0,0
Green-S,72955,1677743,Daly City,1,,005A_shp,,0,0
Green-S,72953,1682899,Daly City,1,,005A_shp,,0,0
Green-S,72954,1674808,Daly City,1,,005A_shp,,0,0
Green-S,72954,1674809,Daly City,1,,005A_shp,,0,0
Green-S,72953,1682900,Daly City,1,,005A_shp,,0,0
Green-S,72955,1677744,Daly City,1,,005A_shp,,0,0
Green-S,72954,1674810,Daly City,1,,005A_shp,,0,0
Green-S,72953,1682901,Daly City,1,,005A_shp,,0,0
Green-S,72955,1677745,Daly City,1,,005A_shp,,0,0
Green-S,72954,1674807,Daly City,1,,005A_shp,,0,0
Green-S,72953,1682898,Daly City,1,,005A_shp,,0,0
Green-S,72955,1677742,Daly City,1,,005A_shp,,0,0
Green-S,72954,1674811,Daly City,1,,005A_shp,,0,0
Green-S,72953,1682902,Daly City,1,,005A_shp,,0,0
Green-S,72955,1677746,Daly City,1,,005A_shp,,0,0
Green-S,72953,1682906,Daly City,1,,005A_shp,,0,0
Green-S,72954,1674814,Daly City,1,,005A_shp,,0,0
Green-S,72955,1677749,Daly City,1,,005A_shp,,0,0
Green-S,72954,1674815,Daly City,1,,005A_shp,,0,0
Green-S,72955,1677750,Daly City,1,,005A_shp,,0,0
Green-S,72953,1682907,Daly City,1,,005A_shp,,0,0
Green-S,72954,1674812,Daly City,1,,005A_shp,,0,0
Green-S,72953,1682903,Daly City,1,,005A_shp,,0,0
Green-S,72955,1677747,Daly City,1,,005A_shp,,0,0
Green-S,72954,1674816,Daly City,1,,005A_shp,,0,0
Green-S,72953,1682908,Daly City,1,,005A_shp,,0,0
Green-S,72955,1677751,Daly City,1,,005A_shp,,0,0
Green-S,72955,1677752,Daly City,1,,005A_shp,,0,0
Green-S,72954,1674817,Daly City,1,,005A_shp,,0,0
Green-S,72953,1682905,Daly City,1,,005A_shp,,0,0
Green-S,72955,1677753,Daly City,1,,005A_shp,,0,0
Green-S,72954,1674818,Daly City,1,,005A_shp,,0,0
Green-S,72953,1682909,Daly City,1,,005A_shp,,0,0
Green-S,72955,1677748,Daly City,1,,005A_shp,,0,0
Green-S,72953,1682904,Daly City,1,,005A_shp,,0,0
Green-S,72954,1674813,Daly City,1,,005A_shp,,0,0
Green-S,72953,1682910,Daly City,1,,005A_shp,,0,0
Green-S,72954,1674819,Daly City,1,,005A_shp,,0,0
Green-S,72955,1677754,Daly City,1,,005A_shp,,0,0
Green-S,72953,1682911,Daly City,1,,005A_shp,,0,0
Green-S,72954,1674820,Daly City,1,,005A_shp,,0,0
Green-S,72955,1677755,Daly City,1,,005A_shp,,0,0
Red-S,72953,1682683,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682684,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682685,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1674977,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682686,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682687,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1674978,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682688,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1674979,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682689,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1674980,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682690,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1674981,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1674982,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682691,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682692,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677820,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1674983,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682693,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1674984,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677821,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682694,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1674985,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677822,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677823,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682695,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1674986,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1674987,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682696,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677824,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1674988,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677825,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682697,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1674989,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677826,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682698,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1674990,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682699,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677827,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677828,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682700,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1674991,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1674992,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677829,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682701,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677830,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1674993,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682702,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677831,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682703,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1674994,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677832,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682704,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1674995,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677833,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682705,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1674996,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682706,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1674997,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677834,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1674998,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677835,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682707,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677836,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682708,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1674999,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682709,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1675000,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677837,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1675001,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682710,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677838,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677839,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1675002,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682711,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682712,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677840,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1675003,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1675004,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682713,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677841,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1675005,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677842,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682714,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1675006,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677843,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682715,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1675007,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682716,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677844,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1675009,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682718,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677846,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1675010,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682719,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677847,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682721,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1675011,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677848,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1675008,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677845,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682717,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1675012,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682722,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677849,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1675013,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682723,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677850,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677851,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1675014,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682720,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677852,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1675015,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682724,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677853,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682725,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1675016,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682726,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1675017,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677854,Millbrae,1,,007A_shp,,0,0
Red-S,72953,1682727,Millbrae,1,,007A_shp,,0,0
Red-S,72954,1675018,Millbrae,1,,007A_shp,,0,0
Red-S,72955,1677855,Millbrae,1,,007A_shp,,0,0
Red-N,72953,1682773,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682774,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682775,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675157,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682776,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682777,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675158,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682778,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675159,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682779,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675160,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682780,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675161,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675162,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682781,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682782,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677910,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675163,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682783,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675164,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677911,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682784,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675165,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677912,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677913,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682785,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675166,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675167,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682786,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677914,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675168,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677915,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682787,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675169,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677916,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682788,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675170,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682789,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677917,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677918,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682790,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675171,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675172,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677919,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682791,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677920,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675173,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682792,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675174,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677921,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682793,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682794,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675175,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677922,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675176,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677923,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682795,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675177,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677924,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682796,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675178,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682797,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677925,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677926,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675179,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682798,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677927,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682799,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675180,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682800,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675181,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677928,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677929,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682801,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675182,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675183,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682802,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677930,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677931,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675184,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682803,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682804,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677932,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675185,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682805,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677933,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675186,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677934,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675187,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682806,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675188,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682807,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677935,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675190,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677937,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682809,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675191,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682810,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677938,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675192,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682811,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677939,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675189,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682808,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677936,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675193,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682812,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677940,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675194,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677941,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682813,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675195,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677942,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682814,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677943,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675196,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682815,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675197,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677944,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682816,Richmond,0,,008A_shp,,0,0
Red-N,72954,1675243,Richmond,0,,008A_shp,,0,0
Red-N,72955,1677990,Richmond,0,,008A_shp,,0,0
Red-N,72953,1682862,Richmond,0,,008A_shp,,0,0
Blue-S,72953,1682967,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682968,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682969,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682970,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675337,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682971,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675338,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682972,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675339,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682973,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675340,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682974,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675341,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675342,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682975,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682976,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675343,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678000,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682977,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675344,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678001,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682978,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675345,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678002,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678003,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675346,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682979,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675347,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682980,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678004,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678005,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675348,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682981,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678006,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682982,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675349,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678007,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682983,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675350,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678008,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682984,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675351,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682985,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678009,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675352,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678010,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675353,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682986,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675354,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678011,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682987,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678012,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682988,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675355,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675356,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678013,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682989,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678014,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675357,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682990,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682991,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678015,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675358,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678016,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675359,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682992,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675360,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682993,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678017,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682994,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675361,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678018,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678019,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675362,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682995,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675363,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682996,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678020,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678021,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675364,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682997,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675365,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682998,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678022,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678023,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1682999,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675366,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678024,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675367,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1683000,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678025,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675368,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1683001,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678026,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675369,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1683002,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1683003,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678027,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675370,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675371,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1683004,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678028,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675372,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1683005,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678029,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675374,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1683007,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678031,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678032,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1683008,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675375,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1683009,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678033,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675376,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678030,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1683006,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675373,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675377,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1683010,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678034,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675378,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678035,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1683011,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675380,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678037,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1683013,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678038,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675381,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1683014,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1683015,Daly City,1,,011A_shp,,0,0
Blue-S,72955,1678039,Daly City,1,,011A_shp,,0,0
Blue-S,72954,1675382,Daly City,1,,011A_shp,,0,0
Blue-S,72953,1683012,Daly City,1,,011A_shp,,0,0
